ID,Al(wt%),As(wt%),B(wt%),Bi(wt%),C(wt%),Ca(wt%),Ce(wt%),Cl(wt%),Co(wt%),Cr(wt%),Cu(wt%),F(wt%),Fe(wt%),H(wt%),La(wt%),Mg(wt%),Mn(wt%),Mo(wt%),N(wt%),Na(wt%),Nb(wt%),Ni(wt%),O(wt%),P(wt%),Pb(wt%),S(wt%),Sb(wt%),Si(wt%),Sn(wt%),Ta(wt%),Ti(wt%),V(wt%),W(wt%),Y(wt%),Zn(wt%),Zr(wt%),Processing_Description,YS(MPa),UTS(MPa),El(%)
334,0.0,0,0.0,0,0.016,0,0,0,0.0,18.18,4.36,0,59.7825,0,0,0,0.0,3.02,0.14,0,0.0,14.5,0.0,0.0005,0,0.001,0,0.0,0,0,0.0,0.0,0.0,0,0,0,"An experimental Cu-bearing 316L austenitic stainless steel (SS) used in this study was melted in a 25kg vacuum induction melting furnace. The chemical compositions of the 316L-Cu SS are as follows (wt.%): 0.016 C, 0.005 P, 0.001 S, 18.18 Cr, 14.5 Ni, 3.02 Mo, 0.14 N, 4.36 Cu, and Fe in balance. The as-cast ingot was forged through multiple passes at 1100±20°C, resulting in an ingot bar of 25mm in diameter. Specimens for testing and observation were solution-treated at 1100°C for 30min, followed by water quenching, and then aged isothermally at 700°C for 6h.",320.9,664.2,48.9
335,0.0,0,0.0,0,0.016,0,0,0,0.0,18.18,4.36,0,59.7825,0,0,0,0.0,3.02,0.14,0,0.0,14.5,0.0,0.0005,0,0.001,0,0.0,0,0,0.0,0.0,0.0,0,0,0,"An experimental Cu-bearing 316L austenitic stainless steel (SS) used in this study was melted in a 25kg vacuum induction melting furnace. The chemical compositions of the 316L-Cu SS are as follows (wt.%): 0.016 C, 0.005 P, 0.001 S, 18.18 Cr, 14.5 Ni, 3.02 Mo, 0.14 N, 4.36 Cu, and Fe in balance. The as-cast ingot was forged through multiple passes at 1100±20°C, resulting in an ingot bar of 25mm in diameter. Specimens for testing and observation were solution-treated at 1100°C for 30min, followed by water quenching, and then aged isothermally at 700°C for 15h.",319.8,661.9,46.1
336,0.0006,0,0.0,0,0.79,0,0,0,0.0,0.1,0.0,0,97.9214,0,0,0,0.73,0.03,0.0,0,0.0,0.07,0.0,0.023,0,0.005,0,0.33,0,0,0.0,0.0,0.0,0,0,0," Initially, hot rolled bars (dimension: 80 mm ∅ × 140 mm ) of this steel were subjected to full annealing treatment at 775°C for 1h 20min with furnace cooling. This annealed steel was considered as the as-received material for present research investigation. The bars of dimension 112mm×14mm×10mm were machined out from the annealed steel bar.",358.0,740.0,21.0
337,0.0006,0,0.0,0,0.79,0,0,0,0.0,0.1,0.0,0,97.9214,0,0,0,0.73,0.03,0.0,0,0.0,0.07,0.0,0.023,0,0.005,0,0.33,0,0,0.0,0.0,0.0,0,0,0," Initially, hot rolled bars (dimension: 80 mm ∅ × 140 mm ) of this steel were subjected to full annealing treatment at 775°C for 1h 20min with furnace cooling. This annealed steel was considered as the as-received material for present research investigation. The bars of dimension 112mm×14mm×10mm were machined out from the annealed steel bar. These steel bars were subjected to cyclic heat treatment for different number of cycles, viz. 1-cycle. Each cycle consisted of inserting the specimen in an electric resistance furnace at a temperature of 775°C (fully austenitic region) and holding for 6min (short duration), followed by oil quenching to the room temperature. ",446.0,865.0,17.0
338,0.0006,0,0.0,0,0.79,0,0,0,0.0,0.1,0.0,0,97.9214,0,0,0,0.73,0.03,0.0,0,0.0,0.07,0.0,0.023,0,0.005,0,0.33,0,0,0.0,0.0,0.0,0,0,0," Initially, hot rolled bars (dimension: 80 mm ∅ × 140 mm ) of this steel were subjected to full annealing treatment at 775°C for 1h 20min with furnace cooling. This annealed steel was considered as the as-received material for present research investigation. The bars of dimension 112mm×14mm×10mm were machined out from the annealed steel bar. These steel bars were subjected to cyclic heat treatment for different number of cycles, viz. 2-cycle. Each cycle consisted of inserting the specimen in an electric resistance furnace at a temperature of 775°C (fully austenitic region) and holding for 6min (short duration), followed by oil quenching to the room temperature. ",867.0,1310.0,9.0
339,0.0006,0,0.0,0,0.79,0,0,0,0.0,0.1,0.0,0,97.9214,0,0,0,0.73,0.03,0.0,0,0.0,0.07,0.0,0.023,0,0.005,0,0.33,0,0,0.0,0.0,0.0,0,0,0," Initially, hot rolled bars (dimension: 80 mm ∅ × 140 mm ) of this steel were subjected to full annealing treatment at 775°C for 1h 20min with furnace cooling. This annealed steel was considered as the as-received material for present research investigation. The bars of dimension 112mm×14mm×10mm were machined out from the annealed steel bar. These steel bars were subjected to cyclic heat treatment for different number of cycles, viz. 3-cycle. Each cycle consisted of inserting the specimen in an electric resistance furnace at a temperature of 775°C (fully austenitic region) and holding for 6min (short duration), followed by oil quenching to the room temperature. ",959.0,1609.0,8.0
340,0.0006,0,0.0,0,0.79,0,0,0,0.0,0.1,0.0,0,97.9214,0,0,0,0.73,0.03,0.0,0,0.0,0.07,0.0,0.023,0,0.005,0,0.33,0,0,0.0,0.0,0.0,0,0,0," Initially, hot rolled bars (dimension: 80 mm ∅ × 140 mm ) of this steel were subjected to full annealing treatment at 775°C for 1h 20min with furnace cooling. This annealed steel was considered as the as-received material for present research investigation. The bars of dimension 112mm×14mm×10mm were machined out from the annealed steel bar. These steel bars were subjected to cyclic heat treatment for different number of cycles, viz. 3-cycle. Each cycle consisted of inserting the specimen in an electric resistance furnace at a temperature of 775°C (fully austenitic region) and holding for 6min (short duration), followed by oil quenching to the room temperature. Another set of annealed steel bar was subjected to conventional hardening and tempering heat treatment as per standard literature . In this conventional heat treatment, at first the annealed steel bar was inserted in an electric resistance furnace at a temperature of 775°C (fully austenitic region), held for 1h and subsequently oil quenched to the room temperature. This hardened steel bar was then tempered at 300°C for 1h followed by air cooling. ",841.0,1256.0,13.0
341,0.0006,0,0.0,0,0.79,0,0,0,0.0,0.1,0.0,0,97.9214,0,0,0,0.73,0.03,0.0,0,0.0,0.07,0.0,0.023,0,0.005,0,0.33,0,0,0.0,0.0,0.0,0,0,0," Initially, hot rolled bars (dimension: 80 mm ∅ × 140 mm ) of this steel were subjected to full annealing treatment at 775°C for 1h 20min with furnace cooling. This annealed steel was considered as the as-received material for present research investigation. The bars of dimension 112mm×14mm×10mm were machined out from the annealed steel bar. Another set of annealed steel bar was subjected to conventional hardening and tempering heat treatment as per standard literature . In this conventional heat treatment, at first the annealed steel bar was inserted in an electric resistance furnace at a temperature of 775°C (fully austenitic region), held for 1h and subsequently oil quenched to the room temperature. This hardened steel bar was then tempered at 300°C for 1h followed by air cooling. ",825.0,1206.0,9.0
342,0.0,0,0.0,0,0.3,0,0,0,0.0,1.3,0.0,0,94.9,0,0,0,1.8,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1.4,0,0,0.0,0.0,0.0,0,0,0," The chemical composition of the experimental steel in this study is listed in Table 1. The casting ingots were melted in a vacuum induction furnace. After casting, the ingots were homogenized at 1200°C for 180min, and then hot forged into a billet with a width of 65mm and a thickness of 25mm. The samples were firstly heated at a heating rate of 10°C/s to 920°C and then held for 10min, followed by cooling to room temperature at a cooling rate of 60°C/s. The samples were treated by the Q&amp;P and Q-DP processes, as shown in Fig. 2. All samples were austenitized at 900°C for 20min, followed by salt bath quenching to a targeted temperature. For the Q&amp;P process, samples were quenched to 250 °C in a salt bath for 5min, and then transferred into another salt bath at 320°C for 40min and finally cooled down to ambient temperature in air. In order to relieve the residual stresses formed during air quenching stage, all samples were tempered at 280°C for 120min.",1245.0,1450.0,20.1
343,0.0,0,0.0,0,0.3,0,0,0,0.0,1.3,0.0,0,94.9,0,0,0,1.8,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1.4,0,0,0.0,0.0,0.0,0,0,0," The chemical composition of the experimental steel in this study is listed in Table 1. The casting ingots were melted in a vacuum induction furnace. After casting, the ingots were homogenized at 1200°C for 180min, and then hot forged into a billet with a width of 65mm and a thickness of 25mm. The samples were firstly heated at a heating rate of 10°C/s to 920°C and then held for 10min, followed by cooling to room temperature at a cooling rate of 60°C/s. The samples were treated by the Q&amp;P and Q-DP processes, as shown in Fig. 2. All samples were austenitized at 900°C for 20min, followed by salt bath quenching to a targeted temperature. For the Q&amp;P process, samples were quenched to 250 °C in a salt bath for 5min, and then transferred into another salt bath at 320°C for 40min and finally cooled down to ambient temperature in air. For the Q-DP processes, samples were quenched to 190°C for 5min, respectively, followed by immediately transferred into another salt bath with dynamic start partitioning temperature of 320°C, then those samples were continuously cooled from 320°C to 260°C in 40min and eventually quenched by air. In order to relieve the residual stresses formed during air quenching stage, all samples were tempered at 280°C for 120min.",1400.0,1550.0,17.6
344,0.0,0,0.0,0,0.3,0,0,0,0.0,1.3,0.0,0,94.9,0,0,0,1.8,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1.4,0,0,0.0,0.0,0.0,0,0,0," The chemical composition of the experimental steel in this study is listed in Table 1. The casting ingots were melted in a vacuum induction furnace. After casting, the ingots were homogenized at 1200°C for 180min, and then hot forged into a billet with a width of 65mm and a thickness of 25mm. The samples were firstly heated at a heating rate of 10°C/s to 920°C and then held for 10min, followed by cooling to room temperature at a cooling rate of 60°C/s. The samples were treated by the Q&amp;P and Q-DP processes, as shown in Fig. 2. All samples were austenitized at 900°C for 20min, followed by salt bath quenching to a targeted temperature. For the Q&amp;P process, samples were quenched to 250 °C in a salt bath for 5min, and then transferred into another salt bath at 320°C for 40min and finally cooled down to ambient temperature in air. For the Q-DP processes, samples were quenched to 250°C for 5min, respectively, followed by immediately transferred into another salt bath with dynamic start partitioning temperature of 320°C, then those samples were continuously cooled from 320°C to 260°C in 40min and eventually quenched by air. In order to relieve the residual stresses formed during air quenching stage, all samples were tempered at 280°C for 120min.",1336.0,1519.0,21.3
345,0.0,0,0.0,0,0.3,0,0,0,0.0,1.3,0.0,0,94.9,0,0,0,1.8,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1.4,0,0,0.0,0.0,0.0,0,0,0," The chemical composition of the experimental steel in this study is listed in Table 1. The casting ingots were melted in a vacuum induction furnace. After casting, the ingots were homogenized at 1200°C for 180min, and then hot forged into a billet with a width of 65mm and a thickness of 25mm. The samples were firstly heated at a heating rate of 10°C/s to 920°C and then held for 10min, followed by cooling to room temperature at a cooling rate of 60°C/s. The samples were treated by the Q&amp;P and Q-DP processes, as shown in Fig. 2. All samples were austenitized at 900°C for 20min, followed by salt bath quenching to a targeted temperature. For the Q&amp;P process, samples were quenched to 250 °C in a salt bath for 5min, and then transferred into another salt bath at 320°C for 40min and finally cooled down to ambient temperature in air. For the Q-DP processes, samples were quenched to 280°C for 5min, respectively, followed by immediately transferred into another salt bath with dynamic start partitioning temperature of 320°C, then those samples were continuously cooled from 320°C to 260°C in 40min and eventually quenched by air. In order to relieve the residual stresses formed during air quenching stage, all samples were tempered at 280°C for 120min.",1280.0,1509.0,19.0
346,0.0,0,0.0,0,0.52,0,0,0,0.0,0.25,0.0,0,98.222,0,0,0,0.73,0.0,0.0,0,0.0,0.0,0.0,0.016,0,0.002,0,0.26,0,0,0.0,0.0,0.0,0,0,0,"To reveal prior austenite grain boundaries, the samples were austenitized at 860°C for 0.5h followed by water quenching. In this study, the wheel rim was austenitized at 860°C, cooled with a water spray and then tempered at 500°C. Then, the martensite is tempered at 500°C. The microstructure of wheel steel is composed of proeutectoid ferrite and pearlite.",610.0,945.0,58.5
347,0.0,0,0.0,0,0.57,0,0,0,0.0,0.26,0.0,0,98.171,0,0,0,0.73,0.0,0.0,0,0.0,0.0,0.0,0.007,0,0.002,0,0.26,0,0,0.0,0.0,0.0,0,0,0,"To reveal prior austenite grain boundaries, the samples were austenitized at 860°C for 0.5h followed by water quenching. In this study, the wheel rim was austenitized at 860°C, cooled with a water spray and then tempered at 500°C. Then, the martensite is tempered at 500°C. The microstructure of wheel steel is composed of proeutectoid ferrite and pearlite.",615.0,965.0,55.0
348,0.0,0,0.0,0,0.52,0,0,0,0.0,0.04,0.0,0,97.57,0,0,0,0.93,0.0,0.0,0,0.0,0.0,0.0,0.009,0,0.001,0,0.93,0,0,0.0,0.0,0.0,0,0,0,"To reveal prior austenite grain boundaries, the samples were austenitized at 860°C for 0.5h followed by water quenching. In this study, the wheel rim was austenitized at 860°C, cooled with a water spray and then tempered at 500°C. Then, the martensite is tempered at 500°C. The microstructure of wheel steel is composed of proeutectoid ferrite and pearlite.",650.0,985.0,59.3
349,0.0,0,0.0,0,0.36,0,0,0,0.0,5.26,0.09,0,90.803,0,0,0,0.47,1.2,0.0,0,0.0,0.06,0.0,0.014,0,0.003,0,0.94,0,0,0.0,0.8,0.0,0,0,0,"To improve the plasticity and homogeneity, the cast block was annealed at 850°C for 3h and then machined into rectangular specimens of 50mm length, 20mm width, and 10mm height. RAP(recrystallization and partial melting) entails two working steps: warm predeformation and partial melting. ",436.0,556.0,9.6
350,0.0,0,0.0,0,0.36,0,0,0,0.0,5.26,0.09,0,90.803,0,0,0,0.47,1.2,0.0,0,0.0,0.06,0.0,0.014,0,0.003,0,0.94,0,0,0.0,0.8,0.0,0,0,0,"To improve the plasticity and homogeneity, the cast block was annealed at 850°C for 3h and then machined into rectangular specimens of 50mm length, 20mm width, and 10mm height. RAP(recrystallization and partial melting) entails two working steps: warm predeformation and partial melting. ",432.0,585.0,17.5
351,0.0,0,0.0,0,0.36,0,0,0,0.0,5.26,0.09,0,90.803,0,0,0,0.47,1.2,0.0,0,0.0,0.06,0.0,0.014,0,0.003,0,0.94,0,0,0.0,0.8,0.0,0,0,0,"To improve the plasticity and homogeneity, the cast block was annealed at 850°C for 3h and then machined into rectangular specimens of 50mm length, 20mm width, and 10mm height. RAP(recrystallization and partial melting) entails two working steps: warm predeformation and partial melting. ",284.0,506.0,7.8
